City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Walla Walla,US,2022-07-25 04:53:13,46.0646,-118.343,78.53,51,17,1.99,few clouds
261,Darhan,MN,2022-07-25 04:54:03,49.4867,105.9228,67.73,62,89,5.66,overcast clouds
262,Dubai,AE,2022-07-25 04:50:53,25.2582,55.3047,100.69,34,100,8.05,overcast clouds
263,Archidona,ES,2022-07-25 04:54:03,37.0965,-4.3887,74.66,16,29,3.87,scattered clouds
264,Shimoda,JP,2022-07-25 04:54:04,34.6667,138.95,90.1,79,88,7.45,overcast clouds
265,Binga,ZW,2022-07-25 04:54:04,-17.6203,27.3414,59.07,53,1,1.54,clear sky
266,Shache,CN,2022-07-25 04:54:05,38.4167,77.2406,101.62,10,82,19.82,broken clouds
267,Gazanjyk,TM,2022-07-25 04:54:05,39.2446,55.5154,84.04,52,79,10.92,light rain
268,Gudalur,IN,2022-07-25 04:54:06,9.6833,77.2667,83.73,57,88,6.08,overcast clouds
269,Auraiya,IN,2022-07-25 04:54:06,26.4667,79.5167,90.54,57,61,13.24,broken clouds
270,Doha,QA,2022-07-25 04:44:01,25.2867,51.5333,93.18,72,20,3.44,few clouds
271,Vilyuysk,RU,2022-07-25 04:54:07,63.7553,121.6247,81.52,38,72,7.61,broken clouds
272,Bosaso,SO,2022-07-25 04:52:30,11.2842,49.1816,93.18,36,0,23.02,clear sky
273,Littleton,US,2022-07-25 04:49:38,39.6133,-105.0166,64.6,93,75,5.75,broken clouds
274,Kieta,PG,2022-07-25 04:54:08,-6.2167,155.6333,84.78,71,24,9.37,light rain
275,Port Augusta,AU,2022-07-25 04:54:08,-32.5,137.7667,63.36,35,28,18.95,scattered clouds
276,Warri,NG,2022-07-25 04:54:09,5.5167,5.75,73.09,91,100,3.33,light rain
277,Severobaykalsk,RU,2022-07-25 04:54:09,55.65,109.3167,68.07,63,92,3.0,light rain
278,Mehamn,NO,2022-07-25 04:55:10,71.0357,27.8492,53.51,81,40,4.61,scattered clouds
279,Quartucciu,IT,2022-07-25 04:55:10,39.2519,9.1794,78.01,54,0,5.75,clear sky
280,Dicabisagan,PH,2022-07-25 04:55:11,17.0818,122.4157,89.26,64,100,6.6,overcast clouds
281,Warburton,PK,2022-07-25 04:55:11,31.55,73.8333,91.65,56,82,9.33,broken clouds
282,Nouadhibou,MR,2022-07-25 04:55:12,20.931,-17.0347,76.98,78,53,19.57,broken clouds
283,Niono,ML,2022-07-25 04:55:12,14.2526,-5.993,76.86,79,100,6.55,light rain
284,Kyshtovka,RU,2022-07-25 04:55:13,56.555,76.6271,67.64,59,39,7.47,scattered clouds
285,Zanzibar,TZ,2022-07-25 04:55:13,-6.1639,39.1979,71.67,94,75,0.0,broken clouds
286,Puerto Narino,CO,2022-07-25 04:55:13,-3.7703,-70.3831,72.0,98,100,0.78,overcast clouds
287,Ponta Delgada,PT,2022-07-25 04:55:14,37.7333,-25.6667,74.5,100,40,4.61,scattered clouds
288,Airai,TL,2022-07-25 04:45:42,-8.9266,125.4092,71.74,42,63,3.85,broken clouds
289,Fergus Falls,US,2022-07-25 04:53:24,46.283,-96.0776,59.16,79,0,0.0,clear sky
290,Bacolod,PH,2022-07-25 04:55:15,10.6667,122.95,85.28,74,89,4.83,overcast clouds
291,Christchurch,NZ,2022-07-25 04:54:34,-43.5333,172.6333,44.8,93,100,3.44,drizzle
292,Mount Isa,AU,2022-07-25 04:55:15,-20.7333,139.5,85.77,21,0,9.22,clear sky
293,Pleasant Point,NZ,2022-07-25 04:55:16,-44.2667,171.1333,44.28,89,100,1.9,overcast clouds
294,Kysyl-Syr,RU,2022-07-25 04:55:16,63.8986,122.7617,80.64,38,20,6.26,few clouds
295,Mayo,US,2022-07-25 04:52:26,38.8876,-76.5119,86.41,78,0,8.05,clear sky
296,Raduzhnyy,RU,2022-07-25 04:55:17,62.0961,77.475,66.49,49,5,10.18,clear sky
297,Kanniyakumari,IN,2022-07-25 04:55:17,8.0833,77.5667,84.49,65,75,17.11,broken clouds
298,Arlit,NE,2022-07-25 04:55:18,18.7369,7.3853,91.85,23,6,6.49,clear sky
299,Gilgit,PK,2022-07-25 04:55:18,35.9221,74.3087,86.47,52,68,1.25,broken clouds
300,Hovd,MN,2022-07-25 04:55:19,48.0056,91.6419,73.83,16,10,0.74,clear sky
301,Victor Harbor,AU,2022-07-25 04:55:19,-35.5667,138.6167,56.68,76,40,18.63,scattered clouds
302,Ahipara,NZ,2022-07-25 04:55:20,-35.1667,173.1667,63.18,91,95,16.53,overcast clouds
303,Jining,CN,2022-07-25 04:55:20,35.405,116.5814,88.39,58,64,10.25,broken clouds
304,Ornskoldsvik,SE,2022-07-25 04:55:21,63.2909,18.7153,61.75,88,75,6.91,broken clouds
305,Mahajanga,MG,2022-07-25 04:55:21,-15.7167,46.3167,62.62,88,20,2.3,few clouds
306,Bowen,AU,2022-07-25 04:55:22,-20.0167,148.2333,71.02,69,4,12.86,clear sky
307,Reggio Di Calabria,IT,2022-07-25 04:54:39,38.1105,15.6613,79.75,72,0,12.66,clear sky
308,Itoman,JP,2022-07-25 04:55:22,26.1247,127.6694,89.98,74,75,13.8,broken clouds
309,Huilong,CN,2022-07-25 04:55:23,31.8111,121.655,88.93,77,58,11.95,broken clouds
310,Rasshevatskaya,RU,2022-07-25 04:55:23,45.5748,41.035,69.67,56,48,11.25,scattered clouds
311,Ishigaki,JP,2022-07-25 04:55:24,24.3448,124.1572,91.53,75,40,10.36,scattered clouds
312,Gushikawa,JP,2022-07-25 04:55:24,26.3544,127.8686,89.19,70,75,11.5,broken clouds
313,Salinas,US,2022-07-25 04:52:17,36.6777,-121.6555,57.99,84,100,10.36,overcast clouds
314,Bahir Dar,ET,2022-07-25 04:55:25,11.5936,37.3908,61.99,86,100,3.09,overcast clouds
315,Ulaanbaatar,MN,2022-07-25 04:50:31,47.9077,106.8832,62.73,55,40,8.95,moderate rain
316,Namibe,AO,2022-07-25 04:55:26,-15.1961,12.1522,61.86,88,0,3.15,clear sky
317,Avera,US,2022-07-25 04:55:26,33.194,-82.5271,75.54,85,90,8.32,overcast clouds
318,Nedjo,ET,2022-07-25 04:55:27,9.5046,35.5019,59.36,94,100,2.64,overcast clouds
319,Oakdale,US,2022-07-25 04:55:27,44.963,-92.9649,67.15,71,0,5.75,clear sky
320,Marrakesh,MA,2022-07-25 04:51:58,31.6315,-8.0083,87.87,30,40,2.3,scattered clouds
321,Kumbhraj,IN,2022-07-25 04:55:28,24.3667,77.05,74.75,97,100,8.1,moderate rain
322,Graham,US,2022-07-25 04:55:28,47.0529,-122.2943,70.52,72,0,3.44,clear sky
323,Tupelo,US,2022-07-25 04:52:24,34.2576,-88.7034,77.99,100,73,5.3,broken clouds
324,Mar Del Plata,AR,2022-07-25 04:54:00,-38.0023,-57.5575,51.1,95,100,16.11,overcast clouds
325,Vila Velha,BR,2022-07-25 04:55:29,-20.3297,-40.2925,67.95,94,75,4.61,broken clouds
326,Cairns,AU,2022-07-25 04:55:16,-16.9167,145.7667,79.07,63,75,16.11,broken clouds
327,Careiro Da Varzea,BR,2022-07-25 04:56:30,-3.2003,-59.8119,81.21,73,18,2.06,few clouds
328,Toora-Khem,RU,2022-07-25 04:56:30,52.4675,96.11,51.69,87,93,6.31,light rain
329,Komsomolskiy,UZ,2022-07-25 04:56:31,40.4272,71.7189,97.52,15,1,6.91,clear sky
330,Binzhou,CN,2022-07-25 04:56:31,37.3667,118.0167,91.76,45,63,9.13,broken clouds
331,Sao Joao Da Barra,BR,2022-07-25 04:56:32,-21.6403,-41.0511,69.67,88,1,9.13,clear sky
332,Pochutla,MX,2022-07-25 04:56:33,15.7432,-96.4661,75.81,91,91,3.74,overcast clouds
333,Fuling,CN,2022-07-25 04:55:38,29.7022,107.3919,93.34,62,12,3.8,few clouds
334,Wenatchee,US,2022-07-25 04:56:33,47.4235,-120.3103,76.55,42,57,6.62,broken clouds
335,Derzhavinsk,KZ,2022-07-25 04:56:34,51.1,66.3167,83.88,24,13,7.96,few clouds
336,Gat,IL,2022-07-25 04:56:35,31.61,34.7642,81.39,100,0,4.5,clear sky
337,Talakan,RU,2022-07-25 04:56:35,50.3167,130.3667,84.49,47,12,2.46,few clouds
338,Georgetown,MY,2022-07-25 04:54:10,5.4112,100.3354,88.9,79,40,3.44,scattered clouds
339,Umm Kaddadah,SD,2022-07-25 04:56:36,13.6017,26.6876,82.36,56,99,16.17,overcast clouds
340,Kirkuk,IQ,2022-07-25 04:56:36,35.4681,44.3922,93.56,10,0,2.15,clear sky
341,Nassjo,SE,2022-07-25 04:56:37,57.6531,14.6968,61.72,70,99,7.76,overcast clouds
342,Kathmandu,NP,2022-07-25 04:53:17,27.7167,85.3167,77.22,78,75,4.61,broken clouds
343,Sakakah,SA,2022-07-25 04:56:38,29.9697,40.2064,81.97,14,3,7.18,clear sky
344,Madison,US,2022-07-25 04:56:38,34.7334,-86.5667,80.4,86,0,10.0,clear sky
345,Aromashevo,RU,2022-07-25 04:56:39,56.8602,68.6375,71.82,61,15,10.58,few clouds
346,Brejo,BR,2022-07-25 04:56:39,-3.6844,-42.7503,73.6,93,100,0.58,overcast clouds
347,Novoagansk,RU,2022-07-25 04:56:40,61.9449,76.6625,67.26,49,2,10.51,clear sky
348,Boa Vista,BR,2022-07-25 04:54:36,2.8197,-60.6733,78.78,83,40,1.14,scattered clouds
349,Pembroke,CA,2022-07-25 04:54:00,45.8168,-77.1162,70.18,89,44,4.38,scattered clouds
350,Vagay,RU,2022-07-25 04:56:41,57.9375,69.0217,70.36,56,89,9.22,overcast clouds
351,Iracoubo,GF,2022-07-25 04:56:41,5.4802,-53.2011,77.92,88,73,9.4,broken clouds
352,Brae,GB,2022-07-25 04:56:42,60.3964,-1.353,52.36,90,99,19.98,overcast clouds
353,Novyy Svit,UA,2022-07-25 04:56:42,47.8059,38.0211,75.96,49,66,5.84,broken clouds
354,Roscommon,IE,2022-07-25 04:56:43,53.6333,-8.1833,54.12,90,100,14.27,overcast clouds
355,Bethel,US,2022-07-25 04:56:43,41.3712,-73.414,79.63,81,98,4.99,overcast clouds
356,Dudinka,RU,2022-07-25 04:56:44,69.4058,86.1778,61.63,85,100,32.21,light rain
357,Maceio,BR,2022-07-25 04:56:44,-9.6658,-35.7353,71.04,88,20,4.61,few clouds
358,Ushtobe,KZ,2022-07-25 04:56:45,45.2514,77.9838,89.19,19,0,17.0,clear sky
359,Ust-Nera,RU,2022-07-25 04:56:45,64.5667,143.2,75.52,30,17,1.61,few clouds
360,Ostrovnoy,RU,2022-07-25 04:56:46,68.0531,39.5131,52.56,78,100,13.33,overcast clouds
361,Najran,SA,2022-07-25 04:56:46,17.4924,44.1277,74.05,55,100,9.01,overcast clouds
362,Salalah,OM,2022-07-25 04:56:47,17.0151,54.0924,76.1,94,100,6.29,light rain
363,Lazarev,RU,2022-07-25 04:56:48,52.225,141.5131,61.16,93,78,19.01,moderate rain
364,Labrea,BR,2022-07-25 04:53:09,-7.2586,-64.7981,76.53,68,29,1.7,scattered clouds
365,Iseyin,NG,2022-07-25 04:56:49,7.9667,3.6,70.95,97,100,3.87,light rain
366,Soyo,AO,2022-07-25 04:56:49,-6.1349,12.3689,69.21,93,39,2.28,scattered clouds
367,Ulladulla,AU,2022-07-25 04:56:50,-35.35,150.4667,64.22,61,51,9.98,broken clouds
368,Bengkulu,ID,2022-07-25 04:56:50,-3.8004,102.2655,80.46,84,99,8.77,overcast clouds
369,Saskylakh,RU,2022-07-25 04:56:51,71.9167,114.0833,77.38,42,21,11.34,few clouds
370,Leiyang,CN,2022-07-25 04:56:51,26.4024,112.8591,102.06,35,1,6.06,clear sky
371,Saldanha,ZA,2022-07-25 04:56:52,-33.0117,17.9442,46.45,56,0,10.33,clear sky
372,Kundiawa,PG,2022-07-25 04:56:52,-6.0167,144.9667,79.77,40,5,4.63,clear sky
373,Kuala Terengganu,MY,2022-07-25 04:57:53,5.3302,103.1408,87.75,70,40,5.01,scattered clouds
374,Taoudenni,ML,2022-07-25 04:57:54,22.6783,-3.9836,97.52,22,96,2.04,overcast clouds
375,Kargopol,RU,2022-07-25 04:57:54,61.5071,38.9456,59.27,98,100,4.41,moderate rain
376,Kudahuvadhoo,MV,2022-07-25 04:57:55,2.6708,72.8944,82.15,73,94,10.04,overcast clouds
377,Inhambane,MZ,2022-07-25 04:57:56,-23.865,35.3833,68.0,77,40,10.36,scattered clouds
378,Coos Bay,US,2022-07-25 04:57:56,43.3665,-124.2179,61.0,95,26,1.99,scattered clouds
379,Ampanihy,MG,2022-07-25 04:57:56,-24.7,44.75,65.16,80,0,3.0,clear sky
380,Umm Lajj,SA,2022-07-25 04:57:57,25.0213,37.2685,84.87,73,53,15.88,broken clouds
381,Ust-Maya,RU,2022-07-25 04:57:58,60.4167,134.5333,78.46,43,2,9.31,clear sky
382,Praia Da Vitoria,PT,2022-07-25 04:57:37,38.7333,-27.0667,73.76,88,40,5.12,scattered clouds
383,Turkan,AZ,2022-07-25 04:57:58,40.3639,50.215,73.58,73,20,25.32,few clouds
384,Santa Cruz De Tenerife,ES,2022-07-25 04:57:59,28.4682,-16.2546,87.58,38,0,14.97,clear sky
385,Vardo,NO,2022-07-25 04:56:50,70.3705,31.1107,53.58,71,20,4.61,few clouds
386,Lovozero,RU,2022-07-25 04:58:00,68.005,35.0117,55.83,57,78,3.87,broken clouds
387,Paamiut,GL,2022-07-25 04:58:00,61.994,-49.6678,43.36,82,10,2.15,clear sky
388,Xalpatlahuac,MX,2022-07-25 04:58:01,17.4667,-98.6167,61.92,94,99,3.22,overcast clouds
389,Kalabo,ZM,2022-07-25 04:58:01,-14.97,22.6814,52.47,52,0,4.72,clear sky
390,Douentza,ML,2022-07-25 04:58:02,14.9951,-2.9517,80.11,70,92,10.54,overcast clouds
391,Port Hardy,CA,2022-07-25 04:57:49,50.6996,-127.4199,64.58,77,40,10.36,fog
392,Malente,DE,2022-07-25 04:58:03,54.1712,10.5552,70.66,54,98,9.95,overcast clouds
393,Kibakwe,TZ,2022-07-25 04:58:03,-6.7167,36.3667,60.82,78,2,4.07,clear sky
394,Leningradskiy,RU,2022-07-25 04:57:18,69.3833,178.4167,36.3,91,100,5.64,overcast clouds
395,Kaliganj,BD,2022-07-25 04:58:04,23.4095,89.1402,80.24,86,100,8.79,overcast clouds
396,Davila,PH,2022-07-25 04:58:04,18.4726,120.5763,89.58,69,25,4.81,scattered clouds
397,Monrovia,LR,2022-07-25 04:58:05,6.3005,-10.7969,75.06,78,100,7.18,overcast clouds
398,Mogzon,RU,2022-07-25 04:58:06,51.7435,111.9606,65.03,88,100,8.41,overcast clouds
399,Margate,GB,2022-07-25 04:58:06,51.3813,1.3862,65.89,85,90,4.0,overcast clouds
400,Curaca,BR,2022-07-25 04:53:12,-8.9903,-39.9094,67.95,69,97,15.19,overcast clouds
401,Kerema,PG,2022-07-25 04:58:07,-7.9631,145.7785,81.64,82,27,9.64,scattered clouds
402,Baykit,RU,2022-07-25 04:58:07,61.67,96.37,75.31,38,47,6.22,scattered clouds
403,Burgeo,CA,2022-07-25 04:58:08,47.6167,-57.6152,62.98,94,83,2.98,broken clouds
404,Arraias,BR,2022-07-25 04:58:08,-12.9288,-46.9437,67.73,53,84,6.46,broken clouds
405,Lunenburg,CA,2022-07-25 04:58:08,44.3835,-64.3155,69.49,97,65,12.66,broken clouds
406,Otavi,NA,2022-07-25 04:58:09,-19.65,17.3333,58.12,37,0,5.7,clear sky
407,Baracoa,CU,2022-07-25 04:58:09,20.3467,-74.4958,79.34,86,87,11.72,overcast clouds
408,San Lawrenz,MT,2022-07-25 04:58:10,36.0553,14.204,79.86,90,0,7.78,clear sky
409,Omsukchan,RU,2022-07-25 04:58:10,62.5333,155.8,67.96,29,6,3.18,clear sky
410,Schneverdingen,DE,2022-07-25 04:58:11,53.1167,9.8,69.91,59,100,7.2,overcast clouds
411,College,US,2022-07-25 04:58:12,64.8569,-147.8028,72.59,43,67,2.86,broken clouds
412,East London,ZA,2022-07-25 04:58:13,-33.0153,27.9116,52.74,82,0,8.05,clear sky
413,Sesheke,ZM,2022-07-25 04:58:14,-17.4759,24.2968,55.24,51,0,4.72,clear sky
414,Abeche,TD,2022-07-25 04:58:14,13.8292,20.8324,79.66,67,100,7.0,overcast clouds
415,Laguna,US,2022-07-25 04:57:20,38.421,-121.4238,80.74,36,0,8.05,clear sky
416,Nisia Floresta,BR,2022-07-25 04:58:15,-6.0911,-35.2086,73.78,85,41,10.98,scattered clouds
417,Maniitsoq,GL,2022-07-25 04:57:19,65.4167,-52.9,43.09,85,4,10.11,clear sky
418,Locri,IT,2022-07-25 04:58:16,38.2414,16.2623,79.32,72,0,13.51,clear sky
419,Saint-Louis,SN,2022-07-25 04:58:16,16.3333,-15.0,81.82,71,72,11.18,broken clouds
420,Dunedin,NZ,2022-07-25 04:58:17,-45.8742,170.5036,50.81,84,98,11.01,overcast clouds
421,Belaya Gora,RU,2022-07-25 04:59:17,68.5333,146.4167,77.13,27,51,7.49,broken clouds
422,Baie-Comeau,CA,2022-07-25 04:57:19,49.2168,-68.1489,60.48,100,100,5.75,mist
423,Kailua,US,2022-07-25 04:59:18,21.4022,-157.7394,82.02,73,4,5.99,clear sky
424,Lima,PE,2022-07-25 04:54:50,-12.0432,-77.0282,58.89,86,75,11.5,broken clouds
425,Yuryuzan,RU,2022-07-25 04:59:18,54.8633,58.4219,77.27,52,6,1.72,clear sky
426,Bellefontaine,US,2022-07-25 04:59:19,40.3612,-83.7597,76.44,94,75,6.91,broken clouds
427,Bintulu,MY,2022-07-25 04:59:19,3.1667,113.0333,82.81,88,40,3.44,scattered clouds
428,Kanye,BW,2022-07-25 04:59:20,-24.9667,25.3327,47.25,32,86,5.03,overcast clouds
429,Olafsvik,IS,2022-07-25 04:59:20,64.8945,-23.7142,50.5,81,83,6.26,broken clouds
430,Nicoya,CR,2022-07-25 04:59:20,10.1483,-85.452,72.7,90,46,3.02,scattered clouds
431,Lata,PT,2022-07-25 04:59:21,40.1629,-8.3327,60.08,89,0,2.39,clear sky
432,Lorengau,PG,2022-07-25 04:59:21,-2.0226,147.2712,85.5,69,48,9.26,scattered clouds
433,Bubaque,GW,2022-07-25 04:59:22,11.2833,-15.8333,78.49,82,97,5.46,overcast clouds
434,Guiratinga,BR,2022-07-25 04:59:22,-16.3494,-53.7583,67.17,46,0,3.96,clear sky
435,Chapais,CA,2022-07-25 04:59:23,49.7834,-74.8492,62.38,99,100,4.59,overcast clouds
436,Phangnga,TH,2022-07-25 04:59:23,8.4509,98.5298,87.84,67,100,3.18,overcast clouds
437,Nhulunbuy,AU,2022-07-25 04:59:24,-12.2333,136.7667,83.01,65,40,14.97,scattered clouds
438,Batemans Bay,AU,2022-07-25 04:59:24,-35.7167,150.1833,58.1,59,62,9.55,broken clouds
439,Amherst,US,2022-07-25 04:58:18,41.3978,-82.2224,75.51,87,100,14.97,overcast clouds
440,Mananjary,MG,2022-07-25 04:59:25,-21.2167,48.3333,65.77,84,8,3.24,clear sky
441,Kupino,RU,2022-07-25 04:59:26,54.3663,77.2981,71.35,47,55,8.25,broken clouds
442,Encruzilhada Do Sul,BR,2022-07-25 04:59:27,-30.5439,-52.5219,63.32,90,86,1.7,overcast clouds
443,Kisangani,CD,2022-07-25 04:59:27,0.5167,25.2,72.12,92,32,1.88,scattered clouds
444,Katherine,AU,2022-07-25 04:56:25,-14.4667,132.2667,89.92,19,4,11.5,clear sky
445,Port Moresby,PG,2022-07-25 04:59:29,-9.4431,147.1797,85.42,70,40,17.27,scattered clouds
446,Jaque,PA,2022-07-25 04:59:29,7.5175,-78.1703,77.16,87,97,2.95,moderate rain
447,Sola,VU,2022-07-25 04:59:30,-13.8833,167.55,80.69,76,12,9.6,few clouds
448,Baneh,IR,2022-07-25 04:59:30,35.9975,45.8853,73.24,50,0,6.91,clear sky
449,Surgut,RU,2022-07-25 04:59:31,61.25,73.4167,68.18,56,0,11.18,clear sky
450,Robe,AU,2022-07-25 04:59:31,-37.1833,139.75,55.44,75,86,25.59,overcast clouds
451,Port-Gentil,GA,2022-07-25 04:59:32,-0.7193,8.7815,73.33,78,99,6.38,overcast clouds
452,Manacapuru,BR,2022-07-25 04:59:32,-3.2997,-60.6206,78.39,72,82,4.99,broken clouds
453,Norman Wells,CA,2022-07-25 04:57:06,65.282,-126.8329,66.24,63,75,0.0,broken clouds
454,Veraval,IN,2022-07-25 04:57:50,20.9,70.3667,83.1,77,90,17.72,overcast clouds
455,Lago Da Pedra,BR,2022-07-25 04:59:33,-4.3333,-45.1667,75.7,61,94,3.76,overcast clouds
456,Broome,US,2022-07-25 04:56:29,42.2506,-75.833,72.01,92,100,4.0,overcast clouds
457,Mount Pleasant,US,2022-07-25 04:59:34,32.7941,-79.8626,82.38,86,20,8.05,few clouds
458,Kholmsk,RU,2022-07-25 04:59:34,47.0511,142.0569,68.97,75,27,5.93,scattered clouds
459,Salinopolis,BR,2022-07-25 04:59:35,-0.6136,-47.3561,78.53,84,80,6.55,broken clouds
460,Myitkyina,MM,2022-07-25 04:59:35,25.3833,97.4,88.83,61,78,2.64,broken clouds
461,Kahului,US,2022-07-25 04:59:36,20.8947,-156.47,78.84,82,44,15.01,scattered clouds
462,Sao Filipe,CV,2022-07-25 04:57:07,14.8961,-24.4956,77.45,86,91,11.79,overcast clouds
463,Yamethin,MM,2022-07-25 04:59:37,20.4333,96.15,92.05,49,33,4.16,scattered clouds
464,Turukhansk,RU,2022-07-25 04:59:37,65.8167,87.9833,67.06,54,20,18.59,few clouds
465,Sinnamary,GF,2022-07-25 04:59:38,5.3833,-52.95,77.74,87,52,8.63,broken clouds
466,Manaquiri,BR,2022-07-25 04:59:38,-3.3167,-60.35,81.05,73,65,3.0,broken clouds
467,Ravensburg,DE,2022-07-25 04:59:39,47.7833,9.6167,71.08,88,0,2.3,clear sky
468,Muros,ES,2022-07-25 04:57:15,42.7762,-9.0603,64.09,90,52,2.35,broken clouds
469,Hervey Bay,AU,2022-07-25 05:00:40,-25.2986,152.8535,67.8,65,6,10.13,clear sky
470,Sassandra,CI,2022-07-25 05:00:40,4.95,-6.0833,72.34,87,100,4.14,overcast clouds
471,Assiniboia,CA,2022-07-25 05:00:31,49.6334,-105.9845,65.68,51,5,10.29,clear sky
472,Sao Domingos,BR,2022-07-25 05:00:41,-13.3983,-46.3183,67.1,61,99,12.48,overcast clouds
473,Poronaysk,RU,2022-07-25 05:00:41,49.2167,143.1167,66.49,83,15,11.03,few clouds
474,Petropavlovka,RU,2022-07-25 05:00:42,50.6114,105.3196,59.13,91,100,3.18,overcast clouds
475,Tsabong,BW,2022-07-25 05:00:42,-26.0217,22.401,48.96,23,20,10.13,few clouds
476,Hasaki,JP,2022-07-25 04:57:30,35.7333,140.8333,90.0,82,90,16.91,overcast clouds
477,Nelidovo,RU,2022-07-25 05:00:43,56.2211,32.7774,58.1,94,100,5.95,overcast clouds
478,Poum,NC,2022-07-25 05:00:44,-20.2333,164.0167,75.06,66,0,16.53,clear sky
479,Beziers,FR,2022-07-25 05:00:44,43.3476,3.219,72.39,78,0,6.91,clear sky
480,Tonj,SS,2022-07-25 05:00:45,7.2737,28.6822,71.13,96,99,2.95,overcast clouds
481,Eyl,SO,2022-07-25 05:00:46,7.9803,49.8164,80.33,54,41,28.36,scattered clouds
482,Cabinda,AO,2022-07-25 05:00:46,-5.55,12.2,70.11,91,72,2.3,broken clouds
483,Tura,IN,2022-07-25 04:55:58,25.5198,90.2201,80.53,83,100,3.8,overcast clouds
484,Jinsha,CN,2022-07-25 05:00:47,32.0898,121.0735,89.35,66,30,9.13,scattered clouds
485,Xining,CN,2022-07-25 04:56:08,36.6167,101.7667,74.8,46,0,2.55,clear sky
486,Quatre Cocos,MU,2022-07-25 05:00:48,-20.2078,57.7625,72.09,64,12,10.49,few clouds
487,Xingyi,CN,2022-07-25 05:00:49,24.1877,102.817,78.93,50,7,8.59,clear sky
488,Mongomo,GQ,2022-07-25 05:00:49,1.6274,11.3135,65.66,99,98,2.21,light rain
489,Altay,CN,2022-07-25 05:00:50,47.8667,88.1167,77.04,30,13,20.87,few clouds
490,Makakilo City,US,2022-07-25 05:00:50,21.3469,-158.0858,80.56,64,4,16.64,clear sky
491,Virginia Beach,US,2022-07-25 04:59:32,36.8529,-75.978,82.02,88,1,1.01,clear sky
492,Svetlogorsk,BY,2022-07-25 05:00:51,52.6333,29.7333,60.33,94,25,9.73,scattered clouds
493,Baoning,CN,2022-07-25 05:00:51,25.3378,110.026,94.71,48,8,6.73,clear sky
494,Sydney,AU,2022-07-25 04:59:52,-33.8679,151.2073,67.71,66,40,10.36,scattered clouds
495,Pimentel,PE,2022-07-25 05:00:52,-6.8367,-79.9342,62.06,93,100,11.25,overcast clouds
496,South Lake Tahoe,US,2022-07-25 04:57:00,38.9332,-119.9844,68.25,46,0,4.7,clear sky
497,Yerofey Pavlovich,RU,2022-07-25 05:00:53,53.9667,121.9667,81.73,41,25,5.79,scattered clouds
498,Eirunepe,BR,2022-07-25 05:00:53,-6.6603,-69.8736,71.42,97,90,2.01,overcast clouds
499,Jodar,ES,2022-07-25 05:00:54,37.8406,-3.3526,81.48,22,42,1.1,scattered clouds
500,Kamwenge,UG,2022-07-25 05:00:54,0.1866,30.4539,67.21,73,99,1.81,overcast clouds
501,Dali,CN,2022-07-25 05:00:55,25.7,100.1833,69.94,78,97,3.33,overcast clouds
502,Marietta,US,2022-07-25 05:00:00,33.9526,-84.5499,80.01,90,76,3.0,broken clouds
503,Grand Gaube,MU,2022-07-25 05:00:56,-20.0064,57.6608,72.37,68,4,3.0,clear sky
504,Catamarca,AR,2022-07-25 04:58:10,-28.4696,-65.7852,69.78,61,13,1.99,few clouds
505,Nagua,DO,2022-07-25 05:00:56,19.3832,-69.8474,75.92,89,19,8.32,few clouds
506,Pangai,TO,2022-07-25 05:00:57,-19.8,-174.35,74.75,67,72,20.0,broken clouds
507,Gamba,GA,2022-07-25 05:00:57,-2.65,10.0,69.62,89,96,0.92,overcast clouds
508,Fethiye,TR,2022-07-25 05:00:58,36.6217,29.1164,78.67,27,0,7.02,clear sky
509,Ximei,CN,2022-07-25 05:00:58,24.9639,118.3794,99.09,44,4,2.55,clear sky
510,Lawton,US,2022-07-25 05:00:59,34.6087,-98.3903,87.71,45,0,6.91,clear sky
511,Bajil,YE,2022-07-25 05:00:59,15.0584,43.2851,85.15,58,100,3.27,overcast clouds
512,Ugoofaaru,MV,2022-07-25 05:01:00,5.6667,73.0,81.9,76,77,12.35,broken clouds
513,Ribita,RO,2022-07-25 05:01:00,46.1833,22.7667,67.98,56,5,2.06,clear sky
514,Nantucket,US,2022-07-25 04:58:24,41.2835,-70.0995,80.71,97,100,13.8,mist
515,Campbell River,CA,2022-07-25 05:01:01,50.0163,-125.2446,69.46,75,98,10.27,overcast clouds
516,Manila,PH,2022-07-25 05:00:00,14.6042,120.9822,94.1,74,20,8.99,few clouds
517,La Plata,AR,2022-07-25 05:02:01,-34.9215,-57.9545,55.94,96,100,12.33,overcast clouds
518,Tabuk,PH,2022-07-25 05:02:02,17.4189,121.4443,90.39,59,96,3.53,overcast clouds
519,Cockburn Town,TC,2022-07-25 05:02:02,21.4612,-71.1419,81.46,78,48,23.98,scattered clouds
520,Petropavlovsk-Kamchatskiy,RU,2022-07-25 05:02:03,53.0452,158.6483,57.79,82,75,2.24,broken clouds
521,Normandin,CA,2022-07-25 05:02:03,48.8333,-72.5321,63.39,98,82,6.08,broken clouds
522,Mana,GF,2022-07-25 05:02:04,5.6592,-53.7767,76.59,91,87,8.28,overcast clouds
523,Cachira,CO,2022-07-25 05:00:13,7.741,-73.0483,55.62,96,99,2.8,overcast clouds
