City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Ostrovnoy,68.0531,39.5131,53.71,87,100,9.26,RU,2022-07-20 06:13:46
294,San Vicente,-26.6167,-54.1333,58.32,99,44,2.66,AR,2022-07-20 06:13:46
295,Byron Bay,-28.65,153.6167,59.94,62,98,14.32,AU,2022-07-20 06:13:47
296,Belvedere Marittimo,39.6179,15.8617,80.01,47,0,4.16,IT,2022-07-20 06:13:47
297,Misratah,32.3754,15.0925,79.95,72,0,1.68,LY,2022-07-20 06:13:48
298,Beringovskiy,63.05,179.3167,46.89,92,79,37.71,RU,2022-07-20 06:13:48
299,Miraflores,19.2167,-98.8083,63.25,83,77,4.12,MX,2022-07-20 06:13:49
300,The Valley,18.217,-63.0578,82.26,80,1,19.8,AI,2022-07-20 06:13:49
301,Kuantan,3.8077,103.326,87.76,63,100,5.66,MY,2022-07-20 06:13:50
302,Obo,5.3998,26.4869,69.67,96,98,1.3,CF,2022-07-20 06:13:50
303,Soyo,-6.1349,12.3689,70.95,90,76,5.95,AO,2022-07-20 06:13:51
304,Micomeseng,2.1462,10.6164,66.07,93,98,0.49,GQ,2022-07-20 06:13:51
305,Staryy Saltiv,50.0827,36.7939,66.87,66,10,7.18,UA,2022-07-20 06:13:52
306,Drumheller,51.4617,-112.7101,61.93,72,6,4.61,CA,2022-07-20 06:13:52
307,Touros,-5.1989,-35.4608,71.08,90,5,15.1,BR,2022-07-20 06:13:53
308,Dingle,10.9995,122.6711,87.58,69,17,7.07,PH,2022-07-20 06:13:53
309,Catalina,32.5056,-110.9211,91.89,41,86,1.01,US,2022-07-20 06:11:09
310,Kindu,-2.95,25.95,73.4,77,32,1.16,CD,2022-07-20 06:13:54
311,Castro-Urdiales,43.3829,-3.2204,70.02,85,64,6.76,ES,2022-07-20 06:10:05
312,Leshukonskoye,64.8989,45.7622,75.11,47,19,12.26,RU,2022-07-20 06:13:55
313,Jalalabad,34.4265,70.4515,101.37,29,0,2.89,AF,2022-07-20 06:13:55
314,Teguldet,57.3064,88.1667,68.88,59,98,9.75,RU,2022-07-20 06:14:56
315,Tupik,54.4253,119.9327,83.64,49,47,5.93,RU,2022-07-20 06:14:57
316,Avera,33.194,-82.5271,73.54,91,51,5.79,US,2022-07-20 06:14:57
317,Ancud,-41.8697,-73.8203,50.23,96,100,20.02,CL,2022-07-20 06:14:58
318,Namwala,-15.7504,26.4384,61.02,63,26,7.52,ZM,2022-07-20 06:14:58
319,Torbay,47.6666,-52.7314,67.28,96,100,13.8,CA,2022-07-20 06:14:59
320,Okmulgee,35.6234,-95.9605,91.51,40,0,9.22,US,2022-07-20 06:14:59
321,Saint-Paul,-21.0096,55.2707,75.74,53,5,4.34,RE,2022-07-20 06:15:00
322,Amapa,1.0,-52.0,71.56,99,100,0.85,BR,2022-07-20 06:13:16
323,Havoysund,70.9963,24.6622,50.23,87,100,4.38,NO,2022-07-20 06:15:01
324,Gallup,35.5281,-108.7426,79.56,34,0,6.91,US,2022-07-20 06:15:01
325,Asyut,27.181,31.1837,89.65,27,0,9.06,EG,2022-07-20 06:15:02
326,Forio,40.7342,13.8646,83.52,59,0,1.01,IT,2022-07-20 06:15:02
327,Banjar,-8.19,114.9675,85.71,61,28,2.82,ID,2022-07-20 06:15:03
328,Meulaboh,4.1363,96.1285,84.74,63,58,5.5,ID,2022-07-20 06:15:03
329,Maragua,-0.7833,37.1333,62.2,74,97,0.83,KE,2022-07-20 06:15:04
330,Petatlan,17.5167,-101.2667,77.77,89,18,3.51,MX,2022-07-20 06:15:05
331,Utete,-7.986,38.758,75.4,71,24,6.78,TZ,2022-07-20 06:15:05
332,Cserkeszolo,46.8632,20.187,80.37,44,1,0.81,HU,2022-07-20 06:15:06
333,Micheweni,-4.9667,39.8333,75.69,75,53,15.5,TZ,2022-07-20 06:15:06
334,Ilulissat,69.2167,-51.1,44.62,81,75,2.3,GL,2022-07-20 06:15:07
335,Kahului,20.8947,-156.47,78.82,61,40,16.11,US,2022-07-20 06:15:07
336,San Lorenzo,-25.3333,-57.5333,63.27,92,18,3.78,PY,2022-07-20 06:15:08
337,Marzuq,14.4,46.4667,76.24,56,100,4.54,YE,2022-07-20 06:15:09
338,Huadian,42.9633,126.7478,78.91,76,83,4.32,CN,2022-07-20 06:15:09
339,Inhambane,-23.865,35.3833,71.13,76,0,5.88,MZ,2022-07-20 06:15:10
340,Acajutla,13.5928,-89.8275,79.39,81,94,4.61,SV,2022-07-20 06:15:11
341,Nome,64.5011,-165.4064,46.47,72,100,5.75,US,2022-07-20 06:15:11
342,Saint Anthony,45.0205,-93.218,75.15,62,0,12.66,US,2022-07-20 06:15:12
343,Pandan,14.0453,124.1694,88.27,69,76,11.1,PH,2022-07-20 06:15:13
344,Yerbogachen,61.2767,108.0108,68.72,67,85,8.61,RU,2022-07-20 06:12:12
345,Jinchang,38.4953,102.1739,87.26,14,0,7.76,CN,2022-07-20 06:15:14
346,Victoria,22.2855,114.1577,93.25,82,65,1.01,HK,2022-07-20 06:12:04
347,Sabha,27.0377,14.4283,78.8,37,1,12.82,LY,2022-07-20 06:15:15
348,Havre-Saint-Pierre,50.2334,-63.5986,62.96,94,100,8.05,CA,2022-07-20 06:15:16
349,Kampot,10.6167,104.1833,86.05,79,100,7.45,KH,2022-07-20 06:15:17
350,Antofagasta,-23.65,-70.4,54.68,80,85,3.47,CL,2022-07-20 06:15:18
351,Ilam,26.9167,87.9167,71.55,96,99,2.15,NP,2022-07-20 06:15:18
352,Benxi,41.2886,123.765,82.72,85,100,3.6,CN,2022-07-20 06:15:19
353,Troyes,48.3333,4.0833,68.77,88,0,9.22,FR,2022-07-20 06:15:19
354,Kailua,21.4022,-157.7394,80.58,79,20,13.8,US,2022-07-20 06:15:19
355,Salina,38.8403,-97.6114,84.33,69,0,6.91,US,2022-07-20 06:15:20
356,Singleton,-32.5667,151.1833,60.98,59,76,5.01,AU,2022-07-20 06:15:21
357,Koboko,3.4136,30.9599,66.6,84,75,3.09,UG,2022-07-20 06:15:22
358,Hami,42.8,93.45,81.43,22,100,7.47,CN,2022-07-20 06:15:22
359,Norman Wells,65.282,-126.8329,59.18,60,18,2.37,CA,2022-07-20 06:15:23
360,Candido Mendes,-1.4467,-45.7167,72.84,96,91,0.63,BR,2022-07-20 06:16:23
361,Hamilton,39.1834,-84.5333,76.05,87,0,5.75,US,2022-07-20 06:13:08
362,Jibuti,11.5,42.5,87.89,29,100,9.57,DJ,2022-07-20 06:16:24
363,Witu,-2.3889,40.4382,77.16,69,80,13.91,KE,2022-07-20 06:16:25
364,Nagua,19.3832,-69.8474,76.39,89,3,7.38,DO,2022-07-20 06:16:25
365,Adelaide,-34.9333,138.6,56.16,51,0,11.01,AU,2022-07-20 06:11:27
366,Kuminskiy,58.6667,66.5667,74.93,56,97,4.29,RU,2022-07-20 06:16:26
367,Paramonga,-10.6667,-77.8333,61.12,85,70,5.57,PE,2022-07-20 06:16:27
368,Ekhabi,53.5102,142.9671,60.19,82,99,11.7,RU,2022-07-20 06:16:27
369,Wattegama,6.7989,81.4808,95.23,41,98,4.45,LK,2022-07-20 06:16:28
370,Guarapari,-20.6667,-40.4975,65.89,91,1,4.07,BR,2022-07-20 06:16:29
371,Tura,25.5198,90.2201,81.01,81,100,5.61,IN,2022-07-20 06:16:29
372,Birin,26.8865,88.0718,65.64,95,100,2.57,NP,2022-07-20 06:16:30
373,Lola,7.8,-8.5333,67.14,98,100,3.96,GN,2022-07-20 06:16:30
374,Buraydah,26.326,43.975,100.85,9,0,5.59,SA,2022-07-20 06:16:31
375,Buala,-8.145,159.5921,83.46,72,16,6.82,SB,2022-07-20 06:16:31
376,Othaya,-0.5652,36.9609,56.35,82,96,3.85,KE,2022-07-20 06:16:32
377,Pevek,69.7008,170.3133,32.56,97,100,15.12,RU,2022-07-20 06:12:21
378,Milkovo,54.7167,158.6167,87.26,47,6,2.39,RU,2022-07-20 06:16:33
379,Salas,43.4118,-6.2602,64.96,90,9,3.06,ES,2022-07-20 06:16:34
380,Airai,-8.9266,125.4092,71.64,53,54,2.82,TL,2022-07-20 06:16:34
381,Maceio,-9.6658,-35.7353,72.84,88,75,3.44,BR,2022-07-20 06:16:35
382,Skibbereen,51.55,-9.2667,58.1,86,21,6.96,IE,2022-07-20 06:16:35
383,Yatou,37.15,122.3833,74.52,84,100,7.96,CN,2022-07-20 06:16:36
384,Codrington,-38.2667,141.9667,54.01,62,3,4.85,AU,2022-07-20 06:16:37
385,Lompoc,34.6391,-120.4579,64.54,95,100,6.91,US,2022-07-20 06:16:37
386,Mae Ramat,16.984,98.5166,87.8,100,100,1.92,TH,2022-07-20 06:16:38
387,Keuruu,62.2667,24.7,60.8,65,99,9.84,FI,2022-07-20 06:16:38
388,Najran,17.4924,44.1277,88.45,32,100,11.01,SA,2022-07-20 06:16:39
389,Rio Bueno,-40.3167,-72.9667,50.14,96,100,7.56,CL,2022-07-20 06:16:39
390,Naze,28.3667,129.4833,85.12,77,97,17.18,JP,2022-07-20 06:16:40
391,Nuuk,64.1835,-51.7216,50.61,81,75,4.61,GL,2022-07-20 06:16:40
392,Lac-Au-Saumon,48.421,-67.3476,55.44,86,99,12.5,CA,2022-07-20 06:16:41
393,Mount Gambier,-37.8333,140.7667,53.8,56,4,4.21,AU,2022-07-20 06:16:41
394,Maragogi,-9.0122,-35.2225,72.97,84,8,7.11,BR,2022-07-20 06:16:42
395,Kudahuvadhoo,2.6708,72.8944,82.15,71,99,9.62,MV,2022-07-20 06:16:42
396,Fairbanks,64.8378,-147.7164,57.16,87,75,3.44,US,2022-07-20 06:13:40
397,Kavaratti,10.5669,72.642,80.87,81,100,22.06,IN,2022-07-20 06:16:43
398,Paita,-5.0892,-81.1144,61.74,86,83,10.54,PE,2022-07-20 06:16:43
399,Tooele,40.5308,-112.2983,77.97,41,0,11.5,US,2022-07-20 06:14:25
400,Hof,50.3167,11.9167,78.28,45,0,4.0,DE,2022-07-20 06:16:18
401,Port Macquarie,-31.4333,152.9167,58.89,82,40,9.22,AU,2022-07-20 06:16:44
402,Manaus,-3.1019,-60.025,79.29,83,0,3.44,BR,2022-07-20 06:16:45
403,San Patricio,28.017,-97.5169,85.89,83,0,15.05,US,2022-07-20 06:16:45
404,Buribay,51.9617,58.1592,72.55,49,56,11.56,RU,2022-07-20 06:16:46
405,Lethem,3.3803,-59.7968,74.07,91,78,3.94,GY,2022-07-20 06:16:47
406,Udachnyy,66.4167,112.4,61.45,58,69,15.03,RU,2022-07-20 06:16:47
407,Piacabucu,-10.4056,-36.4344,71.65,88,12,5.01,BR,2022-07-20 06:17:48
408,Ngunguru,-35.6167,174.5,55.6,82,53,12.24,NZ,2022-07-20 06:17:49
409,Bom Jesus,-9.0744,-44.3586,65.21,66,3,2.1,BR,2022-07-20 06:17:50
410,Tonantins,-2.8731,-67.8022,72.21,97,83,1.77,BR,2022-07-20 06:17:50
411,Calama,-22.4667,-68.9333,48.69,21,20,16.11,CL,2022-07-20 06:17:51
412,Itacare,-14.2775,-38.9967,70.07,92,69,6.55,BR,2022-07-20 06:17:52
413,Berlevag,70.8578,29.0864,55.2,100,75,9.22,NO,2022-07-20 06:17:52
414,Sire,12.9299,5.2043,75.02,83,38,7.52,NG,2022-07-20 06:17:53
415,Vila,42.0304,-8.1588,54.48,92,6,4.79,PT,2022-07-20 06:17:54
416,Sept-Iles,50.2001,-66.3821,64.06,92,75,13.8,CA,2022-07-20 06:17:54
417,Zyryanovsk,49.7386,84.2719,73.51,36,11,0.54,KZ,2022-07-20 06:17:55
418,Bereda,43.2686,-7.5406,62.42,100,74,0.74,ES,2022-07-20 06:17:56
419,Koslan,63.4564,48.8989,61.77,94,97,10.27,RU,2022-07-20 06:17:57
420,Elumalai,9.8667,77.7,90.5,51,98,0.85,IN,2022-07-20 06:17:57
421,Scottsbluff,41.8666,-103.6672,69.12,39,0,1.01,US,2022-07-20 06:17:58
422,Dalvik,65.9702,-18.5286,48.13,96,100,6.93,IS,2022-07-20 06:17:59
423,Miyako,39.6367,141.9525,71.69,89,89,8.37,JP,2022-07-20 06:17:59
424,Gigmoto,13.7796,124.39,87.76,69,59,9.37,PH,2022-07-20 06:18:00
425,Qui Nhon,13.7667,109.2333,82.8,82,100,11.05,VN,2022-07-20 06:18:00
426,Manokwari,-0.8667,134.0833,76.87,84,100,3.02,ID,2022-07-20 06:18:01
427,Bani Walid,31.7566,13.9942,75.52,73,0,1.77,LY,2022-07-20 06:18:01
428,Warmbad,-28.45,18.7333,45.61,67,0,2.39,NA,2022-07-20 06:18:02
429,Okakarara,-20.5833,17.4333,45.97,55,0,6.51,NA,2022-07-20 06:18:02
430,Uni,57.7535,51.4923,62.78,73,73,14.41,RU,2022-07-20 06:18:03
431,Agadez,19.75,10.25,85.21,16,75,9.75,NE,2022-07-20 06:13:20
432,Chikmagalur,13.3167,75.7833,78.53,65,80,5.73,IN,2022-07-20 06:18:04
433,Ahipara,-35.1667,173.1667,54.18,83,67,15.03,NZ,2022-07-20 06:18:04
434,Aldan,58.6031,125.3894,74.97,48,52,1.03,RU,2022-07-20 06:18:05
435,Kamaishi,39.2667,141.8833,74.34,87,88,9.55,JP,2022-07-20 06:15:03
436,Ventspils,57.3894,21.5606,66.13,63,0,4.61,LV,2022-07-20 06:18:06
437,Sibolga,1.7427,98.7792,85.15,67,96,5.97,ID,2022-07-20 06:18:07
438,Terrace,54.5163,-128.6035,55.13,86,76,0.13,CA,2022-07-20 06:13:23
439,Verkhnevilyuysk,63.4453,120.3167,68.72,62,100,7.25,RU,2022-07-20 06:18:08
440,Oxapampa,-10.5775,-75.4017,54.43,94,39,3.8,PE,2022-07-20 06:18:08
441,Walvis Bay,-22.9575,14.5053,54.09,86,0,6.62,NA,2022-07-20 06:13:21
442,Port Hedland,-20.3167,118.5667,84.25,23,0,14.97,AU,2022-07-20 06:18:09
443,Aurora,39.7294,-104.8319,81.32,52,20,11.5,US,2022-07-20 06:13:22
444,Bundaberg,-24.85,152.35,66.22,72,95,1.99,AU,2022-07-20 06:18:10
445,Souillac,-20.5167,57.5167,71.98,64,75,19.57,MU,2022-07-20 06:18:11
446,Vallenar,-28.5708,-70.7581,59.85,51,7,1.81,CL,2022-07-20 06:17:14
447,Kenai,60.5544,-151.2583,53.1,95,100,6.91,US,2022-07-20 06:18:12
448,Shaowu,27.3409,117.4831,98.55,41,27,6.67,CN,2022-07-20 06:16:09
449,Tanout,14.9709,8.8879,80.1,65,3,14.63,NE,2022-07-20 06:18:13
450,Korgen,66.0771,13.8153,59.32,86,99,7.07,NO,2022-07-20 06:18:14
451,Ixtapa,20.7,-105.2,84.22,89,0,0.0,MX,2022-07-20 06:18:14
452,Mangan,27.5167,88.5333,78.96,98,100,3.89,IN,2022-07-20 06:18:15
453,Kirovskiy,45.0917,133.5136,79.43,66,62,4.41,RU,2022-07-20 06:19:16
454,Edwardsville,38.8114,-89.9532,81.91,91,0,5.01,US,2022-07-20 06:19:16
455,Camacha,33.0833,-16.3333,67.42,73,40,11.5,PT,2022-07-20 06:19:17
456,Takoradi,4.8845,-1.7554,72.88,74,84,8.68,GH,2022-07-20 06:19:17
457,Bejar,40.3864,-5.7634,68.58,52,0,6.06,ES,2022-07-20 06:19:18
458,Poum,-20.2333,164.0167,76.75,83,70,8.84,NC,2022-07-20 06:19:19
459,Tilichiki,60.4667,166.1,59.41,49,100,14.43,RU,2022-07-20 06:19:19
460,Kutum,14.2,24.6667,75.18,62,90,6.04,SD,2022-07-20 06:19:20
461,Huittinen,61.1833,22.7,62.11,57,34,7.45,FI,2022-07-20 06:19:21
462,Mosquera,4.7059,-74.2302,53.69,87,75,2.3,CO,2022-07-20 06:19:22
463,Sao Jose Da Coroa Grande,-8.8978,-35.1478,73.27,83,7,7.7,BR,2022-07-20 06:19:22
464,Brooks,50.5834,-111.8851,64.38,79,5,20.71,CA,2022-07-20 06:15:24
465,Auki,-8.7676,160.7034,83.43,65,39,0.98,SB,2022-07-20 06:19:23
466,Shambu,9.5667,37.1,52.59,96,100,2.68,ET,2022-07-20 06:19:24
467,Mount Isa,-20.7333,139.5,76.77,19,0,13.8,AU,2022-07-20 06:19:24
468,Nanortalik,60.1432,-45.2371,46.67,96,100,10.76,GL,2022-07-20 06:19:25
469,Aykhal,66.0,111.5,59.9,55,35,16.82,RU,2022-07-20 06:15:59
470,Tomatlan,19.9333,-105.25,78.22,89,97,2.77,MX,2022-07-20 06:19:26
471,Mildura,-34.2,142.15,56.07,64,84,16.53,AU,2022-07-20 06:19:27
472,Peplos,40.9583,26.2656,74.46,47,0,18.95,GR,2022-07-20 06:19:27
473,Ipira,-12.1583,-39.7372,65.59,91,31,3.83,BR,2022-07-20 06:19:28
474,Bodden Town,19.2833,-81.25,81.93,85,9,10.89,KY,2022-07-20 06:19:29
475,Mmathubudukwane,-24.6,26.4333,57.58,62,96,2.68,BW,2022-07-20 06:19:29
476,Alyangula,-13.8483,136.4192,76.66,57,27,12.62,AU,2022-07-20 06:19:30
477,Tarauaca,-8.1614,-70.7656,71.69,80,77,3.06,BR,2022-07-20 06:19:30
478,Svetlogorsk,52.6333,29.7333,66.06,78,65,12.06,BY,2022-07-20 06:19:31
479,Melville,40.7934,-73.4151,80.89,68,0,6.91,US,2022-07-20 06:19:31
480,Belmonte,-15.8631,-38.8828,71.31,88,56,7.76,BR,2022-07-20 06:19:32
481,Santa Fe,-31.6333,-60.7,52.0,83,0,4.0,AR,2022-07-20 06:15:48
482,Labuhan,-6.8844,112.2051,86.63,58,58,9.44,ID,2022-07-20 06:19:33
483,Umtata,-31.5889,28.7844,54.16,87,100,3.44,ZA,2022-07-20 06:19:34
484,Ardahan,41.1087,42.7022,62.26,80,74,2.73,TR,2022-07-20 06:19:35
485,Bitung,1.4451,125.1824,92.25,79,57,11.97,ID,2022-07-20 06:19:36
486,Iracoubo,5.4802,-53.2011,75.6,89,75,8.05,GF,2022-07-20 06:19:36
487,Narsaq,60.9167,-46.05,48.42,93,100,3.06,GL,2022-07-20 06:19:37
488,Wenling,28.3669,121.36,86.76,73,66,15.48,CN,2022-07-20 06:19:37
489,Biak,-0.9131,122.8766,82.02,71,52,4.76,ID,2022-07-20 06:19:38
490,Matagami,49.7502,-77.6328,46.51,100,0,0.0,CA,2022-07-20 06:19:38
491,Varadero,23.1536,-81.2514,75.96,82,0,13.33,CU,2022-07-20 06:19:39
492,Moose Factory,51.2585,-80.6094,55.4,94,0,5.75,CA,2022-07-20 06:19:40
493,Atambua,-9.1061,124.8925,81.25,51,59,1.83,ID,2022-07-20 06:19:40
494,Hualmay,-11.0964,-77.6139,60.73,85,48,6.24,PE,2022-07-20 06:19:40
495,Esperance,-33.8667,121.9,65.86,57,96,14.65,AU,2022-07-20 06:19:41
496,Hassleholm,56.1591,13.7664,71.26,53,9,4.09,SE,2022-07-20 06:19:42
497,Srednekolymsk,67.45,153.6833,56.7,41,93,5.1,RU,2022-07-20 06:19:43
498,Tete,-16.1564,33.5867,69.87,74,1,6.53,MZ,2022-07-20 06:19:43
499,Bandundu,-3.3167,17.3667,74.53,72,19,2.89,CD,2022-07-20 06:19:44
500,Shingu,33.7333,135.9833,90.23,49,83,8.3,JP,2022-07-20 06:19:45
501,Desaguadero,-16.5656,-69.0417,39.13,67,23,2.08,PE,2022-07-20 06:20:46
502,Bara,10.3744,10.7288,72.23,91,100,2.51,NG,2022-07-20 06:20:46
503,Yulara,-25.2406,130.9889,71.28,21,1,11.77,AU,2022-07-20 06:20:47
504,Hornepayne,49.2138,-84.7705,65.71,83,92,12.41,CA,2022-07-20 06:20:48
505,Pingzhuang,42.0372,119.2889,86.22,43,65,5.7,CN,2022-07-20 06:20:48
506,Sulangan,11.1373,123.7228,85.42,70,4,4.47,PH,2022-07-20 06:20:49
507,Xiongyue,40.1774,122.1228,76.84,80,100,11.34,CN,2022-07-20 06:20:49
508,Hobyo,5.3505,48.5268,79.12,64,88,24.43,SO,2022-07-20 06:20:50
509,Benidorm,38.5382,-0.131,81.77,69,0,1.99,ES,2022-07-20 06:17:30
510,Ziarat,30.3823,67.7282,77.0,39,5,5.97,PK,2022-07-20 06:20:50
511,Isernia,41.6002,14.2382,75.54,33,0,4.59,IT,2022-07-20 06:20:51
512,Beidao,34.5686,105.8933,87.42,33,0,0.96,CN,2022-07-20 06:20:52
513,Brae,60.3964,-1.353,54.91,92,100,11.36,GB,2022-07-20 06:20:52
514,Corn Island,12.1694,-83.0418,81.95,80,81,22.17,NI,2022-07-20 06:20:53
515,Riohacha,11.5444,-72.9072,78.58,79,39,11.54,CO,2022-07-20 06:20:53
516,Coihaique,-45.5752,-72.0662,39.15,93,100,4.61,CL,2022-07-20 06:19:48
517,Mackay,-21.15,149.2,69.67,83,100,12.64,AU,2022-07-20 06:18:01
518,Ust-Tsilma,65.441,52.1498,74.35,43,35,9.35,RU,2022-07-20 06:20:54
519,Saldanha,-33.0117,17.9442,39.25,80,7,9.44,ZA,2022-07-20 06:20:55
520,Vangaindrano,-23.35,47.6,69.03,75,26,3.27,MG,2022-07-20 06:20:55
521,Taoudenni,22.6783,-3.9836,89.85,24,52,4.99,ML,2022-07-20 06:20:56
522,Vanimo,-2.6741,141.3028,82.0,81,83,4.81,PG,2022-07-20 06:20:56
523,Bad Doberan,54.1071,11.9005,77.07,60,75,10.6,DE,2022-07-20 06:20:57
524,Kijang,35.2442,129.2139,85.73,73,100,13.29,KR,2022-07-20 06:20:58
525,Aquiraz,-3.9014,-38.3911,77.09,85,21,10.56,BR,2022-07-20 06:20:58
526,Laguna,38.421,-121.4238,81.45,43,0,6.91,US,2022-07-20 06:19:02
527,Grand Forks,47.9417,-97.4337,69.73,78,20,18.41,US,2022-07-20 06:20:59
528,Terney,45.0503,136.6092,68.49,79,71,6.93,RU,2022-07-20 06:21:00
529,Paciran,-6.8767,112.3761,85.98,59,78,9.26,ID,2022-07-20 06:21:00
530,Talca,-35.4333,-71.6667,39.67,88,0,3.06,CL,2022-07-20 06:21:01
531,Parati,-23.2178,-44.7131,69.82,95,85,1.63,BR,2022-07-20 06:21:01
532,Neiafu,-18.65,-173.9833,77.68,78,75,12.66,TO,2022-07-20 06:21:02
533,Troitskoye,52.9821,84.6757,73.08,48,11,12.39,RU,2022-07-20 06:21:02
534,Bonnyville,54.2668,-110.735,58.8,58,85,11.5,CA,2022-07-20 06:21:03
535,Oliveira Dos Brejinhos,-12.3169,-42.8961,65.34,72,8,6.96,BR,2022-07-20 06:21:04
536,Tema,5.667,-0.0166,72.55,81,39,7.34,GH,2022-07-20 06:21:05
537,General Roca,-39.0333,-67.5833,44.62,35,18,11.65,AR,2022-07-20 06:21:05
538,Mattawa,46.7379,-119.9028,78.01,30,0,9.22,US,2022-07-20 06:21:06
539,Santo Amaro Da Imperatriz,-27.6881,-48.7786,64.8,85,87,1.12,BR,2022-07-20 06:21:06
540,Lososina,48.9975,140.3106,66.96,76,75,5.1,RU,2022-07-20 06:21:07
541,Half Moon Bay,37.4636,-122.4286,62.91,87,100,17.27,US,2022-07-20 06:21:08
542,Gamba,-2.65,10.0,70.75,93,100,5.06,GA,2022-07-20 06:16:40
543,Maromitsa,59.8683,48.0123,53.44,97,100,9.53,RU,2022-07-20 06:21:09
544,Oyonnax,46.2592,5.6573,73.53,79,12,2.66,FR,2022-07-20 06:21:10
